GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A08AA1820,A08AA1830,A08AA1840,A08AA1850,A08AA1860,A08AA1870,A08AA1880,A08AA1890,A08AA1900,A08AA1910,A08AA1920,A08AA1930,A08AA1940,A08AA1950,A08AA1960,A08AA1970,A08AA1980,A08AA1990,A08AA2000,A08AA2010,A08AB1820,A08AB1830,A08AB1840,A08AB1850,A08AB1860,A08AB1870,A08AB1880,A08AB1890,A08AB1900,A08AB1910,A08AB1920,A08AB1930,A08AB1940,A08AB1950,A08AB1960,A08AB1970,A08AB1980,A08AB1990,A08AB2000,A08AB2010
"G4800310","Texas","480","Blanco County","0310",,,,,689,625,1948,2454,2438,2200,2104,2015,2213,1935,1855,1716,2282,2849,4160,5300,,,,,592,562,1635,2195,2265,2111,1959,1827,2051,1845,1802,1851,2399,3123,4258,5197
"G4800330","Texas","480","Borden County","0330",,,,,,,28,142,420,708,522,828,758,607,564,463,426,410,370,335,,,,,,,7,80,356,678,443,677,638,499,512,425,433,389,359,306
"G4800350","Texas","480","Bosque County","0350",,,,,1054,2631,6058,7442,9075,9780,9279,8041,8116,6013,5336,5296,6335,7302,8420,9053,,,,,951,2350,5159,6782,8315,9233,8753,7709,7645,5823,5473,5670,7066,7823,8784,9159
"G4800370","Texas","480","Bowie County","0370",,,,1503,2635,2372,5817,10692,13668,17800,20025,24246,24927,30328,29152,32518,36034,39477,45043,46758,,,,1409,2417,2312,5148,9575,13008,17027,19447,24317,25281,31638,30819,35295,39267,42188,44263,45807
"G4800390","Texas","480","Brazoria County","0390",,,,2611,3855,3913,5145,6221,7891,7363,11521,12960,15098,24791,40101,56357,89744,99590,124837,159000,,,,2230,3288,3614,4629,5285,6970,5936,9093,10094,11971,21758,36103,51955,79843,92117,116930,154166
"G4800410","Texas","480","Brazos County","0410",,,,325,1467,4726,7132,8716,9855,9733,11179,10827,13298,21229,24133,31733,49550,62685,76983,98630,,,,289,1309,4479,6444,7934,9004,9186,10796,11008,13679,17161,20762,26245,44038,59177,75432,96221
"G4800430","Texas","480","Brewster County","0430",,,,,,,,404,1345,2802,2486,3477,3317,3864,3326,3924,3769,4381,4411,4636,,,,,,,,306,1011,2418,2336,3147,3161,3445,3108,3856,3804,4300,4455,4596
"G4800450","Texas","480","Briscoe County","0450",,,,,,,8,,683,1171,1582,2950,2102,1822,1809,1383,1258,977,872,815,,,,,,,4,,570,991,1366,2640,1954,1706,1768,1411,1321,994,918,822
"G4800470","Texas","480","Brooks County","0470",,,,,,,,,,,2388,3075,3233,4634,4335,3939,4083,3975,3868,3579,,,,,,,,,,,2172,2826,3129,4561,4274,4066,4345,4229,4108,3644
"G4800490","Texas","480","Brown County","0490",,,,,133,288,4480,6012,8326,11902,11015,13268,12794,14073,11847,12212,15883,16659,18587,18838,,,,,111,256,3934,5409,7693,11033,10667,13114,13130,14534,12881,13665,17174,17712,19087,19268
"G4800493","Texas","480","Buchanan County","0493",,,,,124,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,
"G4800497","Texas","480","Buchel County","0497",,,,,,,,230,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,
"G4800510","Texas","480","Burleson County","0510",,,,925,3037,4266,4898,6797,9650,9705,8583,10174,9341,6466,5466,4810,5982,6644,8011,8504,,,,788,2646,3806,4345,6204,8717,8982,8272,9674,8993,6534,5711,5189,6331,6981,8459,8683
"G4800530","Texas","480","Burnet County","0530",,,,,1376,1961,3621,5627,5360,5472,4873,5317,5565,5274,4614,5588,8623,10941,16529,20989,,,,,1111,1727,3234,5120,5168,5283,4626,5038,5206,5082,4651,5832,9180,11736,17618,21761
"G4800550","Texas","480","Caldwell County","0550",,,,751,2341,3374,6111,8140,11342,12511,12830,16301,12479,9523,8335,11834,12158,13254,15891,19180,,,,578,2140,3198,5646,7629,10423,11726,12330,15096,12414,9827,8887,9344,11479,13138,16303,18886
"G4800570","Texas","480","Calhoun County","0570",,,,596,1442,1760,869,401,1260,1955,2453,2774,3090,4855,8480,8879,9771,9439,10369,10847,,,,514,1200,1683,870,414,1135,1680,2247,2611,2821,4367,8112,8952,9803,9614,10278,10534
"G4800590","Texas","480","Callahan County","0590",,,,,,,2028,2859,4538,6766,6115,6586,5947,4556,3935,3971,5289,5734,6267,6607,,,,,,,1425,2598,4230,6207,5729,6199,5621,4531,3994,4234,5703,6125,6638,6937
"G4800610","Texas","480","Cameron County","0610",,,,5045,3364,5971,7865,7272,7911,14444,18894,40485,42134,63369,74283,66511,100581,124681,160509,195394,,,,3496,2664,5028,7094,7152,8184,12714,17768,37055,41068,61801,76815,73857,109146,135439,174718,210826
"G4800630","Texas","480","Camp County","0630",,,,,,,3061,3292,4644,4816,5552,4999,5151,4273,3806,3832,4425,4753,5663,6086,,,,,,,2870,3332,4502,4735,5551,5064,5134,4467,4043,4173,4850,5151,5886,6315
"G4800650","Texas","480","Carson County","0650",,,,,,,0,242,266,1280,1720,4246,3410,3586,3912,3105,3321,3190,3188,3042,,,,,,,0,114,203,847,1358,3499,3214,3266,3869,3253,3351,3386,3328,3140
"G4800655","Texas","480","Cass County (old)","0655",,,,2670,4374,,,,,,,,,,,,,,,,,,,2321,4037,,,,,,,,,,,,,,,
"G4800670","Texas","480","Cass County","0670",,,,,,,8657,11687,11630,14006,15114,15238,17060,13281,11446,11556,14113,14384,14604,14777,,,,,,,8067,10867,11211,13581,14927,14792,16436,13451,12050,12577,15317,15598,15834,15687
"G4800690","Texas","480","Castro County","0690",,,,,,,0,5,220,1006,1021,2504,2400,2818,4600,5258,5308,4504,4153,4084,,,,,,,0,4,180,844,927,2216,2231,2599,4323,5136,5248,4566,4132,3978
"G4800710","Texas","480","Chambers County","0710",,,,,786,770,1180,1202,1576,2281,2268,3175,3899,4002,5218,6094,9323,10101,13055,17661,,,,,722,733,1007,1039,1470,1953,1894,2535,3612,3869,5161,6093,9215,9987,12976,17435
"G4800730","Texas","480","Cherokee County","0730",,,,3532,6213,5556,8442,12270,13043,14979,19169,22078,22148,19126,16156,15453,18582,20184,23449,25850,,,,3141,5885,5523,8281,10705,12111,14059,18464,21102,21822,19568,16964,16555,19545,20865,23210,24995
"G4800750","Texas","480","Childress County","0750",,,,,,,24,663,1162,5003,5814,8155,6183,6096,4089,3108,3281,2768,4517,4121,,,,,,,1,512,976,4535,5119,7889,5966,6027,4332,3497,3669,3185,3171,2920
"G4800770","Texas","480","Clay County","0770",,,,,86,,2764,3994,4826,8955,8809,7441,6385,5037,4162,3928,4692,4880,5333,5283,,,,,23,,2281,3509,4405,8088,8055,7104,6139,4859,4189,4151,4890,5144,5673,5469
"G4800790","Texas","480","Cochran County","0790",,,,,,,0,,25,40,44,1050,1948,3050,3324,2644,2456,2169,1788,1535,,,,,,,0,,0,25,23,913,1787,2878,3093,2682,2369,2208,1942,1592
"G4800810","Texas","480","Coke County","0810",,,,,,,,1115,1801,3336,2383,2733,2361,2037,1789,1490,1531,1634,1932,1626,,,,,,,,944,1629,3076,2174,2520,2229,2008,1800,1597,1665,1790,1932,1694
"G4800830","Texas","480","Coleman County","0830",,,,,,217,2028,3225,5318,11971,9781,12006,10350,7704,6061,4804,4913,4602,4430,4416,,,,,,130,1575,2887,4759,10647,9024,11663,10221,7799,6397,5484,5526,5108,4805,4479
"G4800850","Texas","480","Collin County","0850",,,,1044,4867,7246,14100,19597,26488,25318,25224,23284,23863,20874,20423,32681,71569,131287,245633,384363,,,,906,4397,6767,11883,17139,23599,23703,24385,22896,23327,20818,20824,34239,73007,132749,246042,397978
"G4800870","Texas","480","Collingsworth County","0870",,,,,,,6,212,688,2793,4787,7458,5319,4673,3073,2266,2223,1719,1545,1498,,,,,,,0,145,545,2431,4367,7003,5012,4466,3203,2489,2425,1854,1661,1559
"G4800890","Texas","480","Colorado County","0890",,,,1203,4217,4258,8476,9949,11292,9573,9589,9706,8980,8730,9096,8581,9240,8807,9948,10347,,,,1054,3668,4068,8197,9563,10911,9324,9424,9423,8832,8846,9367,9057,9583,9576,10442,10527
"G4800910","Texas","480","Comal County","0910",,,,957,2160,2788,2864,3467,3622,4366,4445,6076,6136,8080,9672,11677,17720,25258,38221,53254,,,,766,1870,2495,2682,2931,3386,4068,4379,5908,6185,8277,10172,12488,18726,26574,39800,55218
"G4800930","Texas","480","Comanche County","0930",,,,,378,525,4560,8132,11974,14113,13435,9312,9800,7840,5799,5718,6040,6549,6861,6885,,,,,331,476,4048,7476,11035,13073,12313,9118,9445,7676,6066,6180,6577,6832,7165,7089
"G4800950","Texas","480","Concho County","0950",,,,,,,504,613,778,3574,3140,3960,3146,2534,1804,1408,1404,1653,2556,2793,,,,,,,296,452,649,3080,2707,3685,3046,2544,1868,1529,1511,1391,1410,1294
"G4800970","Texas","480","Cooke County","0970",,,,117,1974,2794,10888,13106,14107,13816,13157,12201,12397,10943,10905,11269,13756,15073,17940,19056,,,,103,1786,2521,9503,11590,13387,12787,12510,11935,12512,11203,11655,12202,13900,15704,18423,19381
"G4800990","Texas","480","Coryell County","0990",,,,,1419,2080,5677,8855,11026,11254,10851,10556,10668,8310,14598,22881,33549,36229,38449,36892,,,,,1247,2044,5247,8018,10282,10449,9750,9443,9558,7974,9363,12430,23218,27984,36529,38496
"G4801010","Texas","480","Cottle County","1010",,,,,,,21,134,512,2385,3728,4875,3642,3083,2098,1538,1412,1094,887,713,,,,,,,3,106,490,2011,3173,4520,3437,3016,2109,1666,1535,1153,1017,792
"G4801030","Texas","480","Crane County","1030",,,,,,,,11,39,186,22,1246,1473,1970,2353,2060,2264,2321,1945,2145,,,,,,,,4,12,145,15,975,1368,1995,2346,2112,2336,2331,2051,2230
"G4801050","Texas","480","Crockett County","1050",,,,,,,76,131,972,746,804,1332,1470,2089,2164,1927,2291,2065,2031,1831,,,,,,,51,63,619,550,696,1258,1339,1892,2045,1958,2317,2013,2068,1888
"G4801070","Texas","480","Crosby County","1070",,,,,,,77,198,435,963,3282,5757,5217,4883,5174,4440,4291,3538,3371,2917,,,,,,,5,148,353,802,2802,5266,4829,4699,5173,4645,4568,3766,3701,3142
"G4801090","Texas","480","Culberson County","1090",,,,,,,,,,,539,674,885,965,1478,1723,1678,1729,1507,1167,,,,,,,,,,,373,554,768,860,1316,1706,1637,1678,1468,1231
"G4801110","Texas","480","Dallam County","1110",,,,,,,0,85,99,2220,2382,4207,3364,3934,3215,2951,3233,2657,3142,3482,,,,,,,0,27,47,1781,2146,3623,3130,3706,3087,3061,3298,2804,3080,3221
"G4801130","Texas","480","Dallas County","1130",,,,1450,4648,6900,18079,36621,42540,69616,106551,159026,191453,296577,460622,640773,755530,911686,1108200,1171002,,,,1293,4017,6414,15409,30421,40186,66132,104000,166665,207111,318222,490905,686548,800860,941124,1110699,1197137
"G4801135","Texas","480","Davis County","1135",,,,,,4592,,,,,,,,,,,,,,,,,,,,4283,,,,,,,,,,,,,,
"G4801150","Texas","480","Dawson County","1150",,,,,,,24,22,34,1249,2277,7067,7966,9613,9616,8022,7861,6949,8305,7815,,,,,,,0,7,3,1071,2032,6506,7401,9500,9569,8582,8323,7400,6680,6018
"G4801155","Texas","480","Dawson County (1860)","1155",,,,,185,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,
"G4801170","Texas","480","Deaf Smith County","1170",,,,,,,26,125,493,2095,1950,3196,3173,4714,6713,9384,10454,9487,9068,9652,,,,,,,12,54,350,1847,1797,2783,2883,4397,6474,9615,10711,9666,9493,9720
"G4801190","Texas","480","Delta County","1190",,,,,,,2961,4802,8125,7500,8134,6642,6540,4529,2833,2382,2267,2306,2588,2563,,,,,,,2636,4315,7124,7066,7753,6496,6318,4435,3027,2545,2572,2551,2739,2668
"G4801210","Texas","480","Denton County","1210",,,,337,2640,3785,9730,11116,14836,16153,18005,16539,16914,19929,22794,36174,70347,135145,215368,325960,,,,304,2391,3466,8413,10173,13482,15105,17350,16283,16744,21436,24638,39459,72779,138380,217608,336654
"G4801230","Texas","480","DeWitt County","1230",,,,918,2676,3313,5141,7303,10821,11850,13950,13706,12449,11318,10020,8867,8975,8916,10276,10447,,,,798,2432,3130,4941,7004,10490,11651,14021,13735,12486,11655,10663,9793,9928,9924,9737,9650
"G4801250","Texas","480","Dickens County","1250",,,,,,,23,171,628,1660,3121,4459,4016,3700,2469,1792,1705,1222,1565,1383,,,,,,,5,124,523,1432,2755,4142,3831,3477,2494,1945,1834,1349,1197,1061
"G4801270","Texas","480","Dimmit County","1270",,,,,,74,390,574,612,1895,2846,4640,4363,5684,5092,4399,5588,5096,4975,4839,,,,,,35,275,475,494,1565,2450,4188,4179,4970,5003,4640,5779,5337,5273,5157
"G4801290","Texas","480","Donley County","1290",,,,,,,136,672,1487,2755,4237,5348,3782,3104,2235,1770,1944,1765,1859,1825,,,,,,,24,384,1269,2529,3798,4914,3705,3112,2214,1871,2131,1931,1969,1852
"G4801310","Texas","480","Duval County","1310",,,,,,625,3173,3926,4289,4588,4220,6322,10605,7972,6688,5757,6129,6306,6583,6077,,,,,,458,2559,3672,4194,4376,4031,5869,9960,7671,6710,5965,6388,6612,6537,5705
"G4801330","Texas","480","Eastland County","1330",,,,,56,50,2681,5446,9345,12074,34502,17323,15225,11748,9431,8717,9382,8883,8870,9071,,,,,43,38,2174,4927,8626,11347,24003,16833,15120,12194,10095,9375,10098,9605,9427,9512
"G4801350","Texas","480","Ector County","1350",,,,,,,,117,203,629,429,2191,7843,21603,45889,45246,57552,58211,58914,67686,,,,,,,,107,178,549,331,1767,7208,20499,45106,46559,57822,60723,62209,69444
"G4801370","Texas","480","Edwards County","1370",,,,,,,155,1077,1686,2106,1220,1518,1541,1558,1227,1045,987,1138,1095,1021,,,,,,,111,893,1422,1662,1063,1246,1392,1350,1090,1062,1046,1128,1067,981
"G4801390","Texas","480","Ellis County","1390",,,,522,2810,4023,11320,16942,26357,27731,28448,27437,23918,22436,21072,22500,29202,42025,55196,73870,,,,467,2436,3491,9974,14832,23702,25898,27252,26499,23815,23209,22323,24138,30541,43142,56164,75740
"G4801410","Texas","480","El Paso County","1410",,,,,2403,2028,1954,8883,13261,26955,52381,65616,65164,100587,158196,176298,235043,287602,327771,387876,,,,,1648,1643,1891,6795,11625,25644,49496,65981,65903,94381,155874,182993,244856,304008,351851,412771
"G4801415","Texas","480","Encinal County","1415",,,,,28,260,1123,1613,,,,,,,,,,,,,,,,,15,167,779,1131,,,,,,,,,,,,
"G4801430","Texas","480","Erath County","1430",,,,,1274,941,6222,11267,15725,16786,14638,10500,10464,9314,8024,8806,10892,13764,16316,18605,,,,,1151,860,5574,10327,14241,15309,13747,10304,10296,9120,8212,9335,11668,14227,16685,19285
"G4801450","Texas","480","Falls County","1450",,,,,1932,5122,8524,10824,17495,18273,18514,19776,18000,13173,10254,8171,8543,8862,8577,8494,,,,,1682,4729,7716,9882,15847,17376,17703,18995,17984,13551,11009,9129,9403,8850,9999,9372
"G4801470","Texas","480","Fannin County","1470",,,,2032,4846,6868,13697,20412,26937,22952,24481,20821,20629,15439,11759,10854,11713,11971,16627,17988,,,,1756,4371,6339,11804,18297,24856,21849,23705,20342,20435,15814,12121,11851,12572,12833,14615,15927
"G4801490","Texas","480","Fayette County","1490",,,,1991,6058,8677,14487,16185,18505,14880,15065,15456,14678,12131,10013,8504,9223,9772,10549,12081,,,,1765,5546,8186,13509,15296,18037,14916,14900,15252,14568,12045,10371,9146,9609,10323,11255,12473
"G4801510","Texas","480","Fisher County","1510",,,,,,,94,1666,1987,6670,5803,7007,6520,5636,3884,3069,2857,2340,2092,1958,,,,,,,42,1330,1721,5926,5206,6556,6412,5387,3981,3275,3034,2502,2252,2016
"G4801530","Texas","480","Floyd County","1530",,,,,,,3,304,1101,2407,5180,6458,5485,5394,6260,5381,4828,4117,3761,3176,,,,,,,0,225,919,2231,4578,5951,5174,5141,6109,5663,5006,4380,4010,3270
"G4801550","Texas","480","Foard County","1550",,,,,,,,,827,3081,2510,3264,2729,2135,1546,1049,1025,827,752,637,,,,,,,,,741,2645,2237,3051,2508,2081,1579,1162,1133,967,870,699
"G4801555","Texas","480","Foley County","1555",,,,,,,,25,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
"G4801570","Texas","480","Fort Bend County","1570",,,,1343,3283,3562,4946,5833,9029,10013,12234,16183,17898,16449,21314,26491,66806,113246,176437,287368,,,,1190,2860,3552,4434,4753,7509,8155,10697,13535,15065,14607,19213,25823,64040,112175,178015,298007
"G4801590","Texas","480","Franklin County","1590",,,,,,,2719,3344,4489,4835,4810,4393,4267,3187,2512,2558,3328,3782,4590,5215,,,,,,,2561,3137,4185,4496,4494,4101,4111,3070,2589,2733,3565,4020,4868,5390
"G4801610","Texas","480","Freestone County","1610",,,,,3487,4148,7656,8259,9768,10520,11881,11535,10629,7784,6133,5261,7052,7623,9380,10437,,,,,3394,3991,7265,7728,9142,10037,11383,11054,10509,7912,6392,5855,7778,8195,8487,9379
"G4801630","Texas","480","Frio County","1630",,,,,27,164,1199,1629,2158,4654,4820,4894,4672,5204,5059,5519,6729,6672,8911,10032,,,,,15,145,931,1483,2042,4241,4476,4517,4535,5153,5053,5640,7056,6800,7341,7185
"G4801650","Texas","480","Gaines County","1650",,,,,,,1,49,34,710,539,1475,4325,4575,6378,5749,6516,7066,7122,8798,,,,,,,7,19,21,545,479,1325,3811,4334,5889,5844,6634,7057,7345,8728
"G4801670","Texas","480","Galveston County","1670",,,,2342,4450,7843,12099,15948,22120,23735,28117,33471,41119,56597,69268,82884,96376,106950,122480,144234,,,,2187,3779,7447,12022,15528,21996,20744,25033,30930,40054,56469,71096,86928,99564,110449,127678,147075
"G4801690","Texas","480","Garza County","1690",,,,,,,34,11,108,1258,2239,2885,2967,3265,3274,2566,2611,2467,2577,4092,,,,,,,2,3,77,737,2014,2701,2711,3016,3337,2723,2725,2676,2295,2369
"G4801710","Texas","480","Gillespie County","1710",,,,727,1494,1871,2764,3660,4269,4849,5099,5649,5335,5238,4917,5044,6483,8245,9841,11968,,,,513,1242,1695,2464,3396,3960,4598,4916,5371,5335,5282,5131,5509,7049,8959,10973,12869
"G4801730","Texas","480","Glasscock County","1730",,,,,,,,135,163,610,300,694,619,566,603,577,695,740,733,649,,,,,,,,73,123,533,255,569,574,523,515,578,609,707,673,577
"G4801750","Texas","480","Goliad County","1750",,,,385,1756,1793,2998,3017,4246,5202,4894,5257,4497,3131,2701,2325,2522,2881,3445,3596,,,,263,1628,1835,2834,2893,4064,4707,4454,4836,4301,3088,2728,2544,2671,3099,3483,3614
