GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,A08AA,A08AB
"G3601190","1820","New York","360","Westchester","1190","Westchester",16413,16225
"G3700070","1820","North Carolina","370","Anson","0070","Anson",6351,6183
"G3700090","1820","North Carolina","370","Ashe","0090","Ashe",2255,2080
"G3700130","1820","North Carolina","370","Beaufort","0130","Beaufort",4971,4879
"G3700150","1820","North Carolina","370","Bertie","0150","Bertie",5380,5425
"G3700170","1820","North Carolina","370","Bladen","0170","Bladen",3536,3740
"G3700190","1820","North Carolina","370","Brunswick","0190","Brunswick",2792,2688
"G3700210","1820","North Carolina","370","Buncombe","0210","Buncombe",5410,5132
"G3700230","1820","North Carolina","370","Burke","0230","Burke",6782,6629
"G3700250","1820","North Carolina","370","Cabarrus","0250","Cabarrus",3706,3542
"G3700290","1820","North Carolina","370","Camden","0290","Camden",3211,3136
"G3700310","1820","North Carolina","370","Carteret","0310","Carteret",2773,2836
"G3700330","1820","North Carolina","370","Caswell","0330","Caswell",6753,6500
"G3700370","1820","North Carolina","370","Chatham","0370","Chatham",6324,6337
"G3700410","1820","North Carolina","370","Chowan","0410","Chowan",3307,3157
"G3700470","1820","North Carolina","370","Columbus","0470","Columbus",1960,1952
"G3700490","1820","North Carolina","370","Craven","0490","Craven",6571,6823
"G3700510","1820","North Carolina","370","Cumberland","0510","Cumberland",7292,7154
"G3700530","1820","North Carolina","370","Currituck","0530","Currituck",4140,3958
"G3700610","1820","North Carolina","370","Duplin","0610","Duplin",4819,4925
"G3700650","1820","North Carolina","370","Edgecombe","0650","Edgecombe",6661,6615
"G3700690","1820","North Carolina","370","Franklin","0690","Franklin",4829,4912
"G3700730","1820","North Carolina","370","Gates","0730","Gates",3787,3050
"G3700770","1820","North Carolina","370","Granville","0770","Granville",9264,8952
"G3700790","1820","North Carolina","370","Greene","0790","Greene",2282,2251
"G3700810","1820","North Carolina","370","Guilford","0810","Guilford",7551,6960
"G3700830","1820","North Carolina","370","Halifax","0830","Halifax",8778,8459
"G3700870","1820","North Carolina","370","Haywood","0870","Haywood",2028,2045
"G3700910","1820","North Carolina","370","Hertford","0910","Hertford",3848,3864
"G3700950","1820","North Carolina","370","Hyde","0950","Hyde",2472,2495
"G3700970","1820","North Carolina","370","Iredell","0970","Iredell",6493,6578
"G3701010","1820","North Carolina","370","Johnston","1010","Johnston",4876,4731
"G3701030","1820","North Carolina","370","Jones","1030","Jones",2669,2547
"G3701070","1820","North Carolina","370","Lenoir","1070","Lenoir",3354,3445
"G3701090","1820","North Carolina","370","Lincoln","1090","Lincoln",9312,8835
"G3701170","1820","North Carolina","370","Martin","1170","Martin",3225,3095
"G3701190","1820","North Carolina","370","Mecklenburg","1190","Mecklenburg",8362,8533
"G3701230","1820","North Carolina","370","Montgomery","1230","Montgomery",4423,4270
"G3701250","1820","North Carolina","370","Moore","1250","Moore",3568,3560
"G3701270","1820","North Carolina","370","Nash","1270","Nash",4079,4106
"G3701290","1820","North Carolina","370","New Hanover","1290","New Hanover",5444,5422
"G3701310","1820","North Carolina","370","Northampton","1310","Northampton",6667,6575
"G3701330","1820","North Carolina","370","Onslow","1330","Onslow",3586,3430
"G3701350","1820","North Carolina","370","Orange","1350","Orange",11808,11684
"G3701390","1820","North Carolina","370","Pasquotank","1390","Pasquotank",4194,3814
"G3701430","1820","North Carolina","370","Perquimans","1430","Perquimans",3424,3433
"G3701450","1820","North Carolina","370","Person","1450","Person",4586,4443
"G3701470","1820","North Carolina","370","Pitt","1470","Pitt",5095,4906
"G3701510","1820","North Carolina","370","Randolph","1510","Randolph",5707,5618
"G3701530","1820","North Carolina","370","Richmond","1530","Richmond",3790,3747
"G3701550","1820","North Carolina","370","Robeson","1550","Robeson",3941,4263
"G3701570","1820","North Carolina","370","Rockingham","1570","Rockingham",5757,5717
"G3701590","1820","North Carolina","370","Rowan","1590","Rowan",12855,13154
"G3701610","1820","North Carolina","370","Rutherford","1610","Rutherford",7919,7432
"G3701630","1820","North Carolina","370","Sampson","1630","Sampson",4466,4442
"G3701690","1820","North Carolina","370","Stokes","1690","Stokes",6860,7173
"G3701710","1820","North Carolina","370","Surry","1710","Surry",6072,6248
"G3701770","1820","North Carolina","370","Tyrrell","1770","Tyrrell",2172,2147
"G3701830","1820","North Carolina","370","Wake","1830","Wake",9933,10169
"G3701850","1820","North Carolina","370","Warren","1850","Warren",5671,5487
"G3701870","1820","North Carolina","370","Washington","1870","Washington",2007,1979
"G3701910","1820","North Carolina","370","Wayne","1910","Wayne",4581,4459
"G3701930","1820","North Carolina","370","Wilkes","1930","Wilkes",4949,5018
"G3900010","1820","Ohio","390","Adams","0010","Adams",5383,5023
"G3900070","1820","Ohio","390","Ashtabula","0070","Ashtabula",3881,3494
"G3900090","1820","Ohio","390","Athens","0090","Athens",3281,3057
"G3900130","1820","Ohio","390","Belmont","0130","Belmont",10360,9969
"G3900150","1820","Ohio","390","Brown","0150","Brown",6661,6695
"G3900170","1820","Ohio","390","Butler","0170","Butler",11284,10462
"G3900210","1820","Ohio","390","Champaign","0210","Champaign",4433,4046
"G3900230","1820","Ohio","390","Clark","0230","Clark",4997,4536
"G3900250","1820","Ohio","390","Clermont","0250","Clermont",8103,7717
"G3900270","1820","Ohio","390","Clinton","0270","Clinton",4128,3957
"G3900290","1820","Ohio","390","Columbiana","0290","Columbiana",11329,10704
"G3900310","1820","Ohio","390","Coshocton","0310","Coshocton",3713,3373
"G3900350","1820","Ohio","390","Cuyahoga","0350","Cuyahoga",3410,2918
"G3900370","1820","Ohio","390","Darke","0370","Darke",1947,1770
"G3900410","1820","Ohio","390","Delaware","0410","Delaware",4005,3634
"G3900450","1820","Ohio","390","Fairfield","0450","Fairfield",8700,7933
"G3900470","1820","Ohio","390","Fayette","0470","Fayette",3262,3054
"G3900490","1820","Ohio","390","Franklin","0490","Franklin",5400,4772
"G3900530","1820","Ohio","390","Gallia","0530","Gallia",3688,3410
"G3900550","1820","Ohio","390","Geauga","0550","Geauga",4250,3541
"G3900570","1820","Ohio","390","Greene","0570","Greene",5391,5130
"G3900590","1820","Ohio","390","Guernsey","0590","Guernsey",4796,4496
"G3900610","1820","Ohio","390","Hamilton","0610","Hamilton",16590,15174
"G3900670","1820","Ohio","390","Harrison","0670","Harrison",7310,7035
"G3900710","1820","Ohio","390","Highland","0710","Highland",6343,5965
"G3900730","1820","Ohio","390","Hocking","0730","Hocking",1099,1031
"G3900770","1820","Ohio","390","Huron","0770","Huron",3685,2990
"G3900790","1820","Ohio","390","Jackson","0790","Jackson",2017,1729
"G3900810","1820","Ohio","390","Jefferson","0810","Jefferson",9567,8964
"G3900830","1820","Ohio","390","Knox","0830","Knox",4461,3865
"G3900870","1820","Ohio","390","Lawrence","0870","Lawrence",1830,1669
"G3900890","1820","Ohio","390","Licking","0890","Licking",6257,5604
"G3900910","1820","Ohio","390","Logan","0910","Logan",1680,1501
"G3900970","1820","Ohio","390","Madison","0970","Madison",2542,2257
"G3901030","1820","Ohio","390","Medina","1030","Medina",1731,1351
"G3901050","1820","Ohio","390","Meigs","1050","Meigs",2340,2140
"G3901090","1820","Ohio","390","Miami","1090","Miami",4612,4239
"G3901110","1820","Ohio","390","Monroe","1110","Monroe",2442,2203
"G3901130","1820","Ohio","390","Montgomery","1130","Montgomery",8320,7679
"G3901150","1820","Ohio","390","Morgan","1150","Morgan",2745,2552
"G3901190","1820","Ohio","390","Muskingum","1190","Muskingum",9570,8254
"G3901270","1820","Ohio","390","Perry","1270","Perry",4416,4013
"G3901290","1820","Ohio","390","Pickaway","1290","Pickaway",6813,6336
"G3901310","1820","Ohio","390","Pike","1310","Pike",2131,2122
"G3901330","1820","Ohio","390","Portage","1330","Portage",5409,4686
"G3901350","1820","Ohio","390","Preble","1350","Preble",5297,4940
"G3901390","1820","Ohio","390","Richland","1390","Richland",4912,4257
"G3901410","1820","Ohio","390","Ross","1410","Ross",10650,9969
"G3901430","1820","Ohio","390","Sandusky","1430","Sandusky",473,379
"G3901450","1820","Ohio","390","Scioto","1450","Scioto",2979,2771
"G3901490","1820","Ohio","390","Shelby","1490","Shelby",1119,987
"G3901510","1820","Ohio","390","Stark","1510","Stark",6515,5891
"G3901550","1820","Ohio","390","Trumbull","1550","Trumbull",8178,7364
"G3901570","1820","Ohio","390","Tuscarawas","1570","Tuscarawas",4301,4027
"G3901590","1820","Ohio","390","Union","1590","Union",1012,984
"G3901650","1820","Ohio","390","Warren","1650","Warren",9316,8521
"G3901670","1820","Ohio","390","Washington","1670","Washington",5411,5014
"G3901690","1820","Ohio","390","Wayne","1690","Wayne",6164,5769
"G3901730","1820","Ohio","390","Wood","1730","Wood",422,311
"G4200010","1820","Pennsylvania","420","Adams","0010","Adams",9824,9546
"G4200030","1820","Pennsylvania","420","Allegheny","0030","Allegheny",18220,16701
"G4200050","1820","Pennsylvania","420","Armstrong","0050","Armstrong",5301,5023
"G4200070","1820","Pennsylvania","420","Beaver","0070","Beaver",7859,7481
"G4200090","1820","Pennsylvania","420","Bedford","0090","Bedford",10485,9763
"G4200110","1820","Pennsylvania","420","Berks","0110","Berks",23542,22733
"G4200150","1820","Pennsylvania","420","Bradford","0150","Bradford",6070,5484
"G4200170","1820","Pennsylvania","420","Bucks","0170","Bucks",19116,18726
"G4200190","1820","Pennsylvania","420","Butler","0190","Butler",5392,4801
"G4200210","1820","Pennsylvania","420","Cambria","0210","Cambria",1694,1593
"G4200270","1820","Pennsylvania","420","Centre","0270","Centre",7147,6649
"G4200290","1820","Pennsylvania","420","Chester","0290","Chester",22765,21686
"G4200330","1820","Pennsylvania","420","Clearfield","0330","Clearfield",1325,1017
"G4200370","1820","Pennsylvania","420","Columbia","0370","Columbia",8988,8633
"G4200390","1820","Pennsylvania","420","Crawford","0390","Crawford",4923,4474
"G4200410","1820","Pennsylvania","420","Cumberland","0410","Cumberland",12000,11606
"G4200430","1820","Pennsylvania","420","Dauphin","0430","Dauphin",11010,10643
"G4200450","1820","Pennsylvania","420","Delaware","0450","Delaware",7610,7200
"G4200490","1820","Pennsylvania","420","Erie","0490","Erie",4575,3966
"G4200510","1820","Pennsylvania","420","Fayette","0510","Fayette",13908,13377
"G4200550","1820","Pennsylvania","420","Franklin","0550","Franklin",16440,15452
"G4200590","1820","Pennsylvania","420","Greene","0590","Greene",7915,7639
"G4200610","1820","Pennsylvania","420","Huntingdon","0610","Huntingdon",10374,9765
"G4200630","1820","Pennsylvania","420","Indiana","0630","Indiana",4498,4384
"G4200650","1820","Pennsylvania","420","Jefferson","0650","Jefferson",307,254
"G4200710","1820","Pennsylvania","420","Lancaster","0710","Lancaster",34234,33741
"G4200750","1820","Pennsylvania","420","Lebanon","0750","Lebanon",8582,8393
"G4200770","1820","Pennsylvania","420","Lehigh","0770","Lehigh",9642,9253
"G4200790","1820","Pennsylvania","420","Luzerne","0790","Luzerne",10734,9293
"G4200810","1820","Pennsylvania","420","Lycoming","0810","Lycoming",6769,6748
"G4200830","1820","Pennsylvania","420","McKean","0830","Mckean",416,312
"G4200850","1820","Pennsylvania","420","Mercer","0850","Mercer",5977,5704
"G4200870","1820","Pennsylvania","420","Mifflin","0870","Mifflin",8529,8089
"G4200910","1820","Pennsylvania","420","Montgomery","0910","Montgomery",18239,17554
"G4200950","1820","Pennsylvania","420","Northampton","0950","Northampton",16354,15411
"G4200970","1820","Pennsylvania","420","Northumberland","0970","Northumberland",7832,7592
"G4200990","1820","Pennsylvania","420","Perry","0990","Perry",5726,5558
"G4201010","1820","Pennsylvania","420","Philadelphia","1010","Philadelphia",64086,71551
"G4201030","1820","Pennsylvania","420","Pike","1030","Pike",1539,1351
"G4201050","1820","Pennsylvania","420","Potter","1050","Potter",97,89
"G4201070","1820","Pennsylvania","420","Schuylkill","1070","Schuylkill",5836,5475
"G4201110","1820","Pennsylvania","420","Somerset","1110","Somerset",7198,6776
"G4201150","1820","Pennsylvania","420","Susquehanna","1150","Susquehanna",5171,4789
"G4201170","1820","Pennsylvania","420","Tioga","1170","Tioga",2120,1901
"G4201190","1820","Pennsylvania","420","Union","1190","Union",9371,9248
"G4201210","1820","Pennsylvania","420","Venango","1210","Venango",2606,2309
"G4201230","1820","Pennsylvania","420","Warren","1230","Warren",1099,877
"G4201250","1820","Pennsylvania","420","Washington","1250","Washington",20439,19599
"G4201270","1820","Pennsylvania","420","Wayne","1270","Wayne",2162,1965
"G4201290","1820","Pennsylvania","420","Westmoreland","1290","Westmoreland",15821,14719
"G4201330","1820","Pennsylvania","420","York","1330","York",19640,19107
"G4400010","1820","Rhode Island","440","Bristol","0010","Bristol",2703,2934
"G4400030","1820","Rhode Island","440","Kent","0030","Kent",4932,5295
"G4400050","1820","Rhode Island","440","Newport","0050","Newport",7491,8279
"G4400070","1820","Rhode Island","440","Providence","0070","Providence",17278,18420
"G4400090","1820","Rhode Island","440","Washington","0090","Washington",7693,7990
"G4500010","1820","South Carolina","450","Abbeville","0010","Abbeville",11720,11447
"G4500110","1820","South Carolina","450","Barnwell","0110","Barnwell",7496,7254
"G4500130","1820","South Carolina","450","Beaufort","0130","Beaufort",16166,16033
"G4500190","1820","South Carolina","450","Charleston","0190","Charleston",40119,40093
"G4500230","1820","South Carolina","450","Chester","0230","Chester",7204,6985
"G4500250","1820","South Carolina","450","Chesterfield","0250","Chesterfield",3296,3349
"G4500290","1820","South Carolina","450","Colleton","0290","Colleton",13752,12652
"G4500310","1820","South Carolina","450","Darlington","0310","Darlington",5455,5494
"G4500370","1820","South Carolina","450","Edgefield","0370","Edgefield",12888,12231
"G4500390","1820","South Carolina","450","Fairfield","0390","Fairfield",8612,8562
"G4500430","1820","South Carolina","450","Georgetown","0430","Georgetown",8912,8691
"G4500450","1820","South Carolina","450","Greenville","0450","Greenville",7662,6868
"G4500510","1820","South Carolina","450","Horry","0510","Horry",2566,2459
"G4500550","1820","South Carolina","450","Kershaw","0550","Kershaw",6291,6141
"G4500570","1820","South Carolina","450","Lancaster","0570","Lancaster",4429,4287
"G4500590","1820","South Carolina","450","Laurens","0590","Laurens",8782,8900
"G4500630","1820","South Carolina","450","Lexington","0630","Lexington",3993,4090
"G4500670","1820","South Carolina","450","Marion","0670","Marion",5118,5083
"G4500690","1820","South Carolina","450","Marlboro","0690","Marlboro",3219,3206
"G4500710","1820","South Carolina","450","Newberry","0710","Newberry",8129,7975
"G4500750","1820","South Carolina","450","Orangeburg","0750","Orangeburg",8266,7387
"G4500755","1820","South Carolina","450","Pendleton","0755","Pendleton",13500,13522
"G4500790","1820","South Carolina","450","Richland","0790","Richland",6269,6052
"G4500830","1820","South Carolina","450","Spartanburg","0830","Spartanburg",8544,8445
"G4500850","1820","South Carolina","450","Sumter","0850","Sumter",12733,12636
"G4500870","1820","South Carolina","450","Union","0870","Union",7715,6411
"G4500890","1820","South Carolina","450","Williamsburg","0890","Williamsburg",4382,4334
"G4500910","1820","South Carolina","450","York","0910","York",7484,7452
"G4700010","1820","Tennessee","470","Anderson","0010","Anderson",2319,2349
"G4700030","1820","Tennessee","470","Bedford","0030","Bedford",8328,7684
"G4700070","1820","Tennessee","470","Bledsoe","0070","Bledsoe",2034,1971
"G4700090","1820","Tennessee","470","Blount","0090","Blount",5705,5553
"G4700130","1820","Tennessee","470","Campbell","0130","Campbell",2170,2074
"G4700190","1820","Tennessee","470","Carter","0190","Carter",2485,2350
"G4700250","1820","Tennessee","470","Claiborne","0250","Claiborne",2740,2768
"G4700290","1820","Tennessee","470","Cocke","0290","Cocke",2435,2457
"G4700370","1820","Tennessee","470","Davidson","0370","Davidson",10544,9610
